id_proyecto,presupuesto_estimado,deadline_dias,cantidad_bugs,numero_desarrolladores,tipo_servicio,infraestructura_nube_previa,renovacion_contrato,horas_hombre_invertidas,fecha_entrega
PRJ-00184,70800.45,160,13,1,Sistema SaaS,No,No,1624.0,2024-01-08
PRJ-00185,24345.62,105,1,6,Sistema SaaS,No,No,731.8,2024-01-08
PRJ-00186,54498.8,315,12,1,Portal Web,No,Sí,1268.8,2024-01-08
PRJ-00187,66291.67,306,10,1,Portal Web,Sí,No,1502.7,2024-01-08
PRJ-00188,46640.06,185,4,8,E-commerce,Sí,Sí,1362.5,2024-01-08
PRJ-00189,44723.79,277,13,7,Portal Web,Sí,Sí,1378.2,2024-01-08
PRJ-00190,23138.92,247,4,3,Sistema SaaS,Sí,Sí,639.5,2024-01-08
PRJ-00191,11982.71,219,6,6,Portal Web,Sí,Sí,603.1,2024-01-08
PRJ-00192,72291.18,192,0,9,App Móvil,No,No,1834.8,2024-01-08
PRJ-00193,72531.35,209,7,7,App Móvil,No,Sí,1854.2,2024-01-09
PRJ-00194,52482.61,63,2,3,E-commerce,No,Sí,1227.4,2024-01-09
PRJ-00195,30427.23,70,3,6,Sistema SaaS,Sí,No,929.0,2024-01-09
PRJ-00196,31190.72,336,14,4,App Móvil,No,Sí,986.8,2024-01-09
PRJ-00197,59446.68,343,8,3,Portal Web,Sí,No,1434.3,2024-01-09
PRJ-00198,72283.27,104,3,9,App Móvil,Sí,Sí,1860.4,2024-01-09
PRJ-00199,71531.48,308,9,2,App Móvil,Sí,No,1629.1,2024-01-09
PRJ-00200,63490.67,205,11,1,E-commerce,No,Sí,1424.1,2024-01-09
PRJ-00201,53152.37,179,14,2,Portal Web,Sí,Sí,1313.8,2024-01-09
PRJ-00202,11310.5,302,4,7,Portal Web,Sí,No,560.0,2024-01-09
PRJ-00203,17122.15,354,6,1,Portal Web,No,Sí,468.1,2024-01-09
PRJ-00204,72391.56,137,3,6,E-commerce,Sí,Sí,1704.7,2024-01-09
PRJ-00205,50482.18,168,13,7,Portal Web,No,No,1496.1,2024-01-09
PRJ-00206,5689.78,300,0,9,Portal Web,Sí,Sí,519.2,2024-01-09
PRJ-00207,12610.37,318,8,8,App Móvil,No,Sí,755.8,2024-01-09
PRJ-00208,54762.63,241,3,6,App Móvil,Sí,No,1396.1,2024-01-09
PRJ-00209,5379.62,301,8,3,Portal Web,Sí,No,333.5,2024-01-09
PRJ-00210,17060.6,95,5,8,Sistema SaaS,No,No,778.3,2024-01-09
PRJ-00211,46155.03,277,14,7,Sistema SaaS,Sí,No,1402.4,2024-01-09
PRJ-00212,56892.14,185,0,3,Portal Web,No,No,1279.7,2024-01-09
PRJ-00213,53897.09,76,11,9,Sistema SaaS,Sí,Sí,1639.8,2024-01-09
PRJ-00214,21820.2,230,2,2,E-commerce,No,No,543.7,2024-01-09
PRJ-00215,58413.44,177,10,3,App Móvil,Sí,Sí,1453.2,2024-01-09
PRJ-00216,22793.68,153,1,2,E-commerce,Sí,No,515.9,2024-01-09
PRJ-00217,29404.98,30,8,1,App Móvil,Sí,Sí,769.2,2024-01-10
PRJ-00218,60986.86,276,14,4,Sistema SaaS,No,Sí,1523.0,2024-01-10
PRJ-00219,53722.47,157,11,5,Sistema SaaS,No,No,1465.3,2024-01-10
PRJ-00220,68691.76,220,0,6,Portal Web,No,Sí,1597.2,2024-01-10
PRJ-00221,54320.97,96,12,5,Sistema SaaS,No,Sí,1504.9,2024-01-10
PRJ-00222,47623.15,33,13,1,Sistema SaaS,No,No,1157.5,2024-01-10
PRJ-00223,12025.61,332,8,3,Portal Web,Sí,No,447.9,2024-01-10
PRJ-00224,32578.69,323,8,1,Portal Web,Sí,No,839.2,2024-01-10
PRJ-00225,24890.18,172,7,5,App Móvil,Sí,No,779.6,2024-01-10
PRJ-00226,23299.22,220,7,5,Sistema SaaS,Sí,Sí,769.3,2024-01-10
PRJ-00227,77975.79,50,10,6,App Móvil,Sí,Sí,2014.6,2024-01-10
PRJ-00228,34482.33,256,13,8,App Móvil,No,Sí,1215.5,2024-01-10
PRJ-00229,71903.49,342,11,1,E-commerce,Sí,Sí,1564.4,2024-01-10
PRJ-00230,52335.4,146,0,4,Sistema SaaS,No,Sí,1219.9,2024-01-10
PRJ-00231,64610.85,331,10,1,Sistema SaaS,Sí,Sí,1448.2,2024-01-10
PRJ-00232,42697.78,171,7,9,E-commerce,No,No,1347.7,2024-01-10
PRJ-00233,48267.79,68,9,7,App Móvil,No,Sí,1387.2,2024-01-10
PRJ-00234,41938.83,281,13,7,Sistema SaaS,No,Sí,1323.4,2024-01-10
PRJ-00235,19643.22,362,2,5,App Móvil,Sí,Sí,603.7,2024-01-10
PRJ-00236,59183.91,236,10,7,E-commerce,Sí,No,1605.0,2024-01-10
PRJ-00237,26057.93,239,6,2,Portal Web,Sí,No,691.0,2024-01-10
PRJ-00238,6823.7,144,10,4,App Móvil,Sí,No,417.4,2024-01-10
PRJ-00239,53410.42,254,14,7,Sistema SaaS,No,No,1578.6,2024-01-10
PRJ-00240,18283.3,163,0,3,Portal Web,No,Sí,482.1,2024-01-10
PRJ-00241,75534.39,280,0,2,App Móvil,No,Sí,1604.3,2024-01-11
PRJ-00242,76544.64,248,9,2,App Móvil,No,Sí,1726.3,2024-01-11
PRJ-00243,73614.83,120,12,1,Portal Web,Sí,No,1635.9,2024-01-11
PRJ-00244,32761.9,75,4,5,Portal Web,No,Sí,929.8,2024-01-11
PRJ-00245,6159.25,67,4,6,Portal Web,Sí,Sí,408.4,2024-01-11
PRJ-00246,74623.89,171,7,6,Sistema SaaS,No,Sí,1835.4,2024-01-11
PRJ-00247,37113.81,129,6,9,Sistema SaaS,No,No,1220.0,2024-01-11
PRJ-00248,77499.11,357,7,4,App Móvil,No,No,1778.3,2024-01-11
PRJ-00249,77271.5,219,5,1,App Móvil,Sí,No,1666.0,2024-01-11
PRJ-00250,68975.71,64,5,6,E-commerce,Sí,Sí,1716.0,2024-01-11
PRJ-00251,27083.67,176,1,5,Sistema SaaS,No,Sí,792.0,2024-01-11
PRJ-00252,33882.33,59,5,6,App Móvil,No,Sí,1007.7,2024-01-11
PRJ-00253,68835.25,363,4,3,Portal Web,No,Sí,1530.9,2024-01-11
PRJ-00254,28769.15,113,12,2,Portal Web,Sí,No,809.4,2024-01-11
PRJ-00255,17711.96,310,2,6,Sistema SaaS,Sí,Sí,663.8,2024-01-11
PRJ-00256,46760.09,299,5,1,Portal Web,Sí,No,1010.4,2024-01-11
PRJ-00257,75211.61,183,7,7,E-commerce,No,Sí,1875.5,2024-01-11
PRJ-00258,57202.23,131,8,7,App Móvil,Sí,No,1548.9,2024-01-11
PRJ-00259,47754.59,244,0,7,App Móvil,No,Sí,1260.8,2024-01-11
PRJ-00260,12288.24,179,2,1,App Móvil,Sí,Sí,314.4,2024-01-11
PRJ-00261,51125.54,112,2,4,Sistema SaaS,No,No,1219.2,2024-01-11
PRJ-00262,79254.04,139,10,7,Portal Web,No,No,2024.1,2024-01-11
PRJ-00263,15506.3,304,7,9,E-commerce,Sí,Sí,829.7,2024-01-11
PRJ-00264,43874.72,230,0,5,Sistema SaaS,No,Sí,1116.0,2024-01-11
PRJ-00265,70802.98,313,4,2,App Móvil,No,Sí,1555.5,2024-01-12
PRJ-00266,60557.65,202,2,7,E-commerce,No,No,1522.5,2024-01-12
PRJ-00267,57276.18,356,1,1,App Móvil,Sí,Sí,1184.5,2024-01-12
PRJ-00268,57686.31,235,14,7,App Móvil,No,No,1657.8,2024-01-12
PRJ-00269,31961.84,92,7,6,Sistema SaaS,Sí,Sí,981.5,2024-01-12
PRJ-00270,27019.39,102,2,7,App Móvil,Sí,Sí,855.2,2024-01-12
PRJ-00271,65702.09,280,6,3,E-commerce,No,Sí,1573.5,2024-01-12
PRJ-00272,65758.5,153,11,3,App Móvil,Sí,Sí,1620.3,2024-01-12
PRJ-00273,70030.42,150,10,7,Portal Web,No,No,1832.5,2024-01-12
PRJ-00274,73493.04,304,0,2,App Móvil,Sí,No,1532.8,2024-01-12
PRJ-00275,43350.68,149,5,1,Sistema SaaS,No,Sí,990.1,2024-01-12
PRJ-00276,42613.72,346,2,9,E-commerce,Sí,Sí,1269.0,2024-01-12
PRJ-00277,64872.14,193,7,9,Sistema SaaS,No,Sí,1808.7,2024-01-12
PRJ-00278,53747.29,315,5,7,Portal Web,No,No,1437.7,2024-01-12
PRJ-00279,57647.52,294,11,7,App Móvil,No,Sí,1641.1,2024-01-12
PRJ-00280,64684.45,349,1,3,Sistema SaaS,No,No,1427.7,2024-01-12
PRJ-00281,71750.4,190,5,2,Sistema SaaS,Sí,No,1644.1,2024-01-12
PRJ-00282,30349.64,337,6,7,Sistema SaaS,Sí,No,998.9,2024-01-12
PRJ-00283,33168.72,118,4,9,Sistema SaaS,No,No,1151.0,2024-01-12
PRJ-00284,12048.65,171,2,1,Portal Web,Sí,Sí,296.5,2024-01-12
PRJ-00285,48371.01,232,3,4,Portal Web,No,Sí,1150.6,2024-01-12
PRJ-00286,7695.67,338,3,6,App Móvil,No,No,402.3,2024-01-12
PRJ-00287,39919.85,256,5,7,App Móvil,Sí,Sí,1205.3,2024-01-12
PRJ-00288,45698.35,363,9,7,E-commerce,Sí,Sí,1338.7,2024-01-12
PRJ-00289,26490.59,251,0,2,Portal Web,No,Sí,588.6,2024-01-13
PRJ-00290,49312.49,70,10,4,Sistema SaaS,Sí,No,1319.2,2024-01-13
PRJ-00291,7287.52,225,3,5,Sistema SaaS,No,Sí,435.7,2024-01-13
PRJ-00292,7801.11,97,9,1,E-commerce,Sí,Sí,343.6,2024-01-13
PRJ-00293,66695.04,293,12,1,Sistema SaaS,Sí,Sí,1489.4,2024-01-13
PRJ-00294,32014.3,31,3,3,E-commerce,Sí,Sí,842.4,2024-01-13
PRJ-00295,14529.54,154,9,3,App Móvil,Sí,Sí,543.2,2024-01-13
PRJ-00296,44168.24,139,0,8,Portal Web,Sí,Sí,1279.1,2024-01-13
PRJ-00297,62749.52,115,8,9,E-commerce,No,Sí,1769.6,2024-01-13
PRJ-00298,21186.58,149,3,1,Sistema SaaS,Sí,Sí,509.1,2024-01-13
PRJ-00299,51716.79,156,6,2,E-commerce,Sí,Sí,1227.8,2024-01-13
PRJ-00300,11401.06,284,11,2,App Móvil,No,Sí,471.3,2024-01-13
PRJ-00301,8876.13,212,13,4,Sistema SaaS,No,No,540.6,2024-01-13
PRJ-00302,44851.6,45,2,2,App Móvil,No,Sí,998.8,2024-01-13
PRJ-00303,45547.63,91,9,7,App Móvil,Sí,No,1329.6,2024-01-13
PRJ-00304,52807.24,187,11,9,E-commerce,Sí,Sí,1549.8,2024-01-13
PRJ-00305,59456.85,297,2,7,App Móvil,No,No,1514.1,2024-01-13
PRJ-00306,78188.91,64,13,6,Sistema SaaS,No,No,2009.5,2024-01-13
PRJ-00307,43722.53,296,7,1,App Móvil,No,Sí,1017.6,2024-01-13
PRJ-00308,29221.74,93,7,9,App Móvil,No,No,1048.9,2024-01-13
PRJ-00309,64638.96,79,10,5,E-commerce,Sí,No,1669.8,2024-01-13
PRJ-00310,25312.42,284,11,5,App Móvil,Sí,No,937.6,2024-01-13
PRJ-00311,37922.86,178,0,6,Portal Web,Sí,Sí,1005.9,2024-01-13
PRJ-00312,10884.23,354,9,9,E-commerce,Sí,No,725.5,2024-01-13
PRJ-00313,6901.31,333,1,8,E-commerce,Sí,No,494.5,2024-01-14
PRJ-00314,77198.63,305,7,8,Sistema SaaS,No,Sí,1985.6,2024-01-14
PRJ-00315,67698.51,201,0,8,Sistema SaaS,Sí,No,1720.8,2024-01-14
PRJ-00316,57198.07,230,14,1,Sistema SaaS,No,No,1339.5,2024-01-14
PRJ-00317,35671.47,353,11,1,Sistema SaaS,No,No,883.5,2024-01-14
PRJ-00318,17997.07,64,7,8,Portal Web,No,Sí,806.1,2024-01-14
